OrderID,OrderDate,CustomerID,CustomerName,Region,City,Category,SubCategory,Sales,Quantity,Discount,Profit,PaymentMode,ReturnFlag,Rating
20484,21-06-2024,CUST2483,Liam Harris,South,Bengaluru,Dairy,Paneer,671,5,0,125.39,UPI,Yes,4
20485,21-06-2024,CUST2484,Amelia Scott,West,Mumbai,Fruits,Bananas,1645,2,0.15,10.49,Wallet,Yes,4
20486,21-06-2024,CUST2485,Emma Davis,South,Bengaluru,Snacks,Chocolate,26,12,0.13,2.12,Cash,Yes,2
20487,21-06-2024,CUST2486,Ethan Hall,North,Lucknow,Snacks,Biscuits,467,18,0.09,87.77,UPI,Yes,5
20488,21-06-2024,CUST2487,Sophia Johnson,East,Bhubaneswar,Fruits,Grapes,1874,12,0.17,421.95,Card,No,5
20489,21-06-2024,CUST2488,James White,North,Chandigarh,Fruits,Mangoes,925,4,0.04,165.52,Wallet,Yes,1
20490,21-06-2024,CUST2489,Liam Harris,West,Ahmedabad,Bakery,Bread,1435,11,0.18,221.39,Card,Yes,2
20491,21-06-2024,CUST2490,Ethan Hall,North,Delhi,Beverages,Juice,744,14,0.03,162.24,UPI,No,4
20492,21-06-2024,CUST2491,Alice Brown,East,Kolkata,Bakery,Bread,1748,1,0.01,43.03,Cash,Yes,4
20493,21-06-2024,CUST2492,Amelia Scott,North,Chandigarh,Dairy,Paneer,375,5,0.08,75.49,Wallet,Yes,5
20494,21-06-2024,CUST2493,Ethan Hall,East,Bhubaneswar,Beverages,Juice,1186,16,0.01,127.6,UPI,No,5
20495,21-06-2024,CUST2494,David Kim,East,Kolkata,Fruits,Apples,941,4,0.05,196.07,Card,No,4
20496,21-06-2024,CUST2495,Mason Lewis,West,Mumbai,Fruits,Grapes,1752,15,0.2,307.78,Wallet,No,5
20497,21-06-2024,CUST2496,Amelia Scott,West,Pune,Dairy,Yogurt,542,11,0.04,79.73,UPI,No,4
20498,21-06-2024,CUST2497,Ava Clark,North,Chandigarh,Bakery,Cookies,247,11,0.01,-3.09,UPI,Yes,5
20499,21-06-2024,CUST2498,Mason Lewis,North,Lucknow,Beverages,Coffee,1795,12,0.12,283.69,Wallet,No,1
20500,21-06-2024,CUST2499,Olivia Martinez,West,Ahmedabad,Dairy,Paneer,1428,8,0.15,-4.02,Wallet,Yes,1
20501,21-06-2024,CUST2500,Daniel Wilson,South,Hyderabad,Snacks,Biscuits,720,14,0.14,133.11,Wallet,No,4
20502,21-06-2024,CUST2501,Sophia Johnson,South,Hyderabad,Fruits,Grapes,1787,17,0.11,265.33,Cash,Yes,4
20503,21-06-2024,CUST2502,Lucas Green,West,Mumbai,Beverages,Water,541,5,0.08,55.67,UPI,No,5
20504,21-06-2024,CUST2503,Lucas Green,North,Chandigarh,Fruits,Oranges,1890,6,0.18,338.29,Wallet,No,3
20505,22-06-2024,CUST2504,Daniel Wilson,South,Chennai,Vegetables,Carrots,1738,1,0.15,0.94,UPI,Yes,4
20506,22-06-2024,CUST2505,Olivia Martinez,North,Chandigarh,Bakery,Pastry,811,7,0.05,153.42,UPI,Yes,5
20507,22-06-2024,CUST2506,Ava Clark,West,Ahmedabad,Bakery,Cookies,1943,19,0.05,368.66,UPI,Yes,2
20508,22-06-2024,CUST2507,Benjamin Evans,East,Bhubaneswar,Vegetables,Potatoes,1203,20,0.07,119.6,Card,No,3
20509,22-06-2024,CUST2508,Charlotte Adams,South,Bengaluru,Bakery,Cake,905,12,0.17,206.22,Cash,No,2
20510,22-06-2024,CUST2509,Liam Harris,North,Chandigarh,Fruits,Grapes,1598,11,0.08,313.15,Wallet,No,3
20511,22-06-2024,CUST2510,Charlotte Adams,West,Ahmedabad,Fruits,Apples,738,3,0.05,44.08,Card,No,4
20512,22-06-2024,CUST2511,Liam Harris,West,Pune,Snacks,Chips,1452,2,0.1,168.46,Wallet,Yes,4
20513,22-06-2024,CUST2512,James White,West,Ahmedabad,Snacks,Biscuits,1912,18,0.17,312.25,UPI,Yes,2
20514,22-06-2024,CUST2513,Mason Lewis,East,Bhubaneswar,Vegetables,Tomatoes,793,14,0.08,29.88,Wallet,Yes,2
20515,22-06-2024,CUST2514,Emma Davis,East,Patna,Vegetables,Onions,40,20,0.07,3.34,Card,Yes,5
20516,22-06-2024,CUST2515,John Smith,East,Kolkata,Vegetables,Potatoes,807,19,0.01,153.51,Cash,Yes,5
20517,22-06-2024,CUST2516,Daniel Wilson,South,Bengaluru,Snacks,Chocolate,55,13,0.12,-0.98,UPI,No,5
20518,22-06-2024,CUST2517,Benjamin Evans,West,Mumbai,Snacks,Chips,1277,16,0.09,109.22,Card,No,3
20519,22-06-2024,CUST2518,Mia Walker,East,Bhubaneswar,Beverages,Coffee,664,5,0.07,12.55,UPI,Yes,1
20520,22-06-2024,CUST2519,Olivia Martinez,East,Kolkata,Vegetables,Onions,817,16,0.15,50.76,Card,No,5
20521,22-06-2024,CUST2520,Ethan Hall,South,Bengaluru,Bakery,Cake,65,3,0.18,10.37,Wallet,Yes,4
20522,22-06-2024,CUST2521,Lucas Green,North,Lucknow,Fruits,Mangoes,1523,10,0,312.64,UPI,Yes,5
20523,22-06-2024,CUST2522,Liam Harris,East,Bhubaneswar,Fruits,Bananas,1529,7,0.07,-11.26,Cash,No,1
20524,22-06-2024,CUST2523,Alice Brown,West,Pune,Vegetables,Spinach,1823,6,0.02,318.75,Card,No,3
20525,22-06-2024,CUST2524,Charlotte Adams,West,Mumbai,Beverages,Water,1008,8,0.13,-37.56,Card,Yes,3
20526,22-06-2024,CUST2525,Ethan Hall,South,Hyderabad,Bakery,Bread,773,19,0.03,113.07,UPI,No,4
20527,22-06-2024,CUST2526,Liam Harris,East,Kolkata,Dairy,Butter,1519,11,0.19,236.98,Card,Yes,4
20528,22-06-2024,CUST2527,Lucas Green,East,Bhubaneswar,Fruits,Mangoes,644,14,0.07,78.66,UPI,Yes,5
20529,23-06-2024,CUST2528,Liam Harris,North,Lucknow,Snacks,Biscuits,1036,15,0.18,-31.93,Card,Yes,5
20530,23-06-2024,CUST2529,Sophia Johnson,North,Lucknow,Snacks,Biscuits,1515,10,0.1,353.66,Wallet,Yes,2
20531,23-06-2024,CUST2530,Olivia Martinez,West,Ahmedabad,Dairy,Milk,53,10,0.16,10.39,UPI,No,3
20532,23-06-2024,CUST2531,Daniel Wilson,South,Chennai,Bakery,Cookies,1976,17,0,274.54,Cash,No,1
20533,23-06-2024,CUST2532,James White,North,Chandigarh,Dairy,Cheese,1138,5,0.05,0.09,Wallet,Yes,1
20534,23-06-2024,CUST2533,Isabella Taylor,North,Lucknow,Bakery,Cake,907,20,0.04,198.41,Cash,No,4
20535,23-06-2024,CUST2534,Amelia Scott,West,Mumbai,Beverages,Coffee,189,7,0.15,45.71,Cash,No,3
20536,23-06-2024,CUST2535,David Kim,North,Lucknow,Snacks,Biscuits,658,8,0,-18.04,UPI,Yes,2
20537,23-06-2024,CUST2536,Mia Walker,West,Mumbai,Vegetables,Potatoes,969,7,0.03,-29.61,UPI,Yes,3
20538,23-06-2024,CUST2537,Olivia Martinez,West,Mumbai,Beverages,Coffee,777,18,0.06,142.89,UPI,Yes,5
20539,23-06-2024,CUST2538,Mason Lewis,South,Bengaluru,Dairy,Butter,745,11,0.01,124.67,Wallet,Yes,4
20540,23-06-2024,CUST2539,David Kim,South,Hyderabad,Bakery,Pastry,882,17,0.09,133.17,Cash,No,5
20541,23-06-2024,CUST2540,Isabella Taylor,South,Hyderabad,Vegetables,Potatoes,1368,2,0.08,279.01,UPI,No,1
20542,23-06-2024,CUST2541,Olivia Martinez,East,Kolkata,Bakery,Cookies,1340,16,0.06,100.58,Cash,Yes,4
20543,23-06-2024,CUST2542,Olivia Martinez,South,Chennai,Fruits,Oranges,1929,4,0.16,-34.93,Card,Yes,5
20544,23-06-2024,CUST2543,Noah Young,East,Bhubaneswar,Beverages,Juice,579,4,0.13,141.09,Card,No,4
20545,23-06-2024,CUST2544,Benjamin Evans,West,Pune,Dairy,Paneer,1492,13,0.17,137.67,Card,No,4
20546,23-06-2024,CUST2545,Mia Walker,South,Bengaluru,Beverages,Water,852,6,0.11,82.8,Card,No,5
20547,23-06-2024,CUST2546,Liam Harris,West,Mumbai,Beverages,Tea,886,11,0.12,219.09,UPI,No,5
20548,23-06-2024,CUST2547,Olivia Martinez,East,Patna,Fruits,Oranges,1842,6,0.15,212.8,Wallet,Yes,4
20549,23-06-2024,CUST2548,Sophia Johnson,East,Bhubaneswar,Beverages,Juice,1967,12,0.08,236.97,Cash,No,4
20550,23-06-2024,CUST2549,Noah Young,South,Chennai,Fruits,Oranges,1245,9,0.11,-48.34,Card,No,3
20551,23-06-2024,CUST2550,Mia Walker,West,Mumbai,Dairy,Paneer,1273,9,0.13,6.8,Card,Yes,4
20552,23-06-2024,CUST2551,Alice Brown,North,Delhi,Fruits,Mangoes,794,14,0.03,193.7,Wallet,No,2
20553,24-06-2024,CUST2552,John Smith,South,Chennai,Fruits,Grapes,1149,2,0.2,-15.25,Cash,No,4
20554,24-06-2024,CUST2553,Mia Walker,North,Delhi,Snacks,Chocolate,1025,5,0.08,85.8,UPI,No,4
20555,24-06-2024,CUST2554,Mason Lewis,South,Hyderabad,Fruits,Oranges,1470,19,0,-44.87,UPI,No,2
20556,24-06-2024,CUST2555,Olivia Martinez,West,Mumbai,Dairy,Cheese,819,18,0.06,88.84,Card,Yes,4
20557,24-06-2024,CUST2556,Lucas Green,North,Chandigarh,Dairy,Butter,1431,15,0.02,131.61,Card,No,5
20558,24-06-2024,CUST2557,Charlotte Adams,South,Hyderabad,Beverages,Juice,1285,3,0.1,-50.51,Card,No,5
20559,24-06-2024,CUST2558,Lucas Green,South,Hyderabad,Vegetables,Tomatoes,903,10,0.03,163.67,Card,Yes,3
20560,24-06-2024,CUST2559,James White,North,Delhi,Beverages,Water,578,5,0.07,-16.54,Wallet,Yes,4
20561,24-06-2024,CUST2560,Alice Brown,South,Chennai,Snacks,Nuts,30,16,0.18,1.3,Card,Yes,3
20562,24-06-2024,CUST2561,Ava Clark,West,Ahmedabad,Dairy,Cheese,1526,11,0.06,52.43,UPI,Yes,5
20563,24-06-2024,CUST2562,David Kim,West,Pune,Bakery,Donuts,1993,16,0.01,159.68,UPI,No,5
20564,24-06-2024,CUST2563,Benjamin Evans,West,Ahmedabad,Bakery,Cookies,1242,14,0.13,171.62,Cash,No,5
20565,24-06-2024,CUST2564,Sophia Johnson,North,Chandigarh,Bakery,Pastry,246,1,0.03,50.66,Card,Yes,5
20566,24-06-2024,CUST2565,Ethan Hall,North,Lucknow,Vegetables,Onions,1141,10,0.04,184.1,Wallet,Yes,4
20567,24-06-2024,CUST2566,David Kim,East,Bhubaneswar,Fruits,Bananas,679,18,0.02,101.26,UPI,No,5
20568,24-06-2024,CUST2567,Liam Harris,North,Delhi,Snacks,Nuts,1141,17,0.03,-20.14,Card,Yes,4
20569,24-06-2024,CUST2568,Emma Davis,South,Hyderabad,Dairy,Paneer,315,17,0,76.03,Card,Yes,2
20570,24-06-2024,CUST2569,Olivia Martinez,West,Ahmedabad,Snacks,Chips,1923,11,0.08,4.41,Card,Yes,5
20571,24-06-2024,CUST2570,Lucas Green,West,Ahmedabad,Bakery,Bread,907,17,0.12,158.41,Card,No,4
20572,24-06-2024,CUST2571,Alice Brown,West,Mumbai,Snacks,Chips,710,10,0.06,139.63,Card,No,3
20573,24-06-2024,CUST2572,Lucas Green,West,Ahmedabad,Bakery,Cookies,693,17,0.1,124.64,Cash,No,5
20574,24-06-2024,CUST2573,Isabella Taylor,North,Delhi,Beverages,Coffee,1322,11,0.1,308.09,Cash,No,4
20575,24-06-2024,CUST2574,Daniel Wilson,East,Kolkata,Snacks,Chocolate,1264,18,0.08,290.41,Wallet,Yes,2
20576,24-06-2024,CUST2575,James White,East,Patna,Snacks,Chips,837,20,0.19,182.73,UPI,No,2
20577,25-06-2024,CUST2576,Mason Lewis,East,Bhubaneswar,Snacks,Nuts,274,5,0,64.52,Wallet,No,5
20578,25-06-2024,CUST2577,Ava Clark,East,Kolkata,Beverages,Water,1657,9,0.19,270.67,Card,No,2
20579,25-06-2024,CUST2578,John Smith,North,Delhi,Dairy,Butter,1020,18,0.2,159.22,Wallet,Yes,4
20580,25-06-2024,CUST2579,David Kim,West,Pune,Bakery,Cookies,1943,3,0.12,-78.82,Wallet,Yes,5
20581,25-06-2024,CUST2580,Mia Walker,South,Hyderabad,Bakery,Pastry,115,13,0.03,18.07,Cash,No,4
20582,25-06-2024,CUST2581,Michael Lee,East,Kolkata,Fruits,Mangoes,813,11,0.02,169.78,Card,No,1
20583,25-06-2024,CUST2582,Amelia Scott,South,Hyderabad,Snacks,Popcorn,149,4,0.1,19.01,Wallet,No,4
20584,25-06-2024,CUST2583,John Smith,North,Delhi,Snacks,Chocolate,883,14,0,-15.47,Wallet,No,5
20585,25-06-2024,CUST2584,Sophia Johnson,North,Delhi,Snacks,Nuts,152,3,0.17,12.77,Card,No,4
20586,25-06-2024,CUST2585,Benjamin Evans,West,Pune,Bakery,Cookies,126,1,0.02,4.48,Card,No,5
20587,25-06-2024,CUST2586,Emma Davis,West,Ahmedabad,Bakery,Cake,1638,4,0.01,-39.42,UPI,Yes,5
20588,25-06-2024,CUST2587,Ava Clark,East,Bhubaneswar,Snacks,Chips,489,1,0.14,45.15,Wallet,Yes,5
20589,25-06-2024,CUST2588,Isabella Taylor,East,Kolkata,Fruits,Bananas,1847,4,0.08,-28.47,Wallet,No,5
20590,25-06-2024,CUST2589,Charlotte Adams,South,Chennai,Snacks,Chips,650,14,0.04,-19.67,UPI,Yes,5
20591,25-06-2024,CUST2590,Isabella Taylor,South,Chennai,Vegetables,Tomatoes,663,19,0.03,155.96,Wallet,No,5
20592,25-06-2024,CUST2591,Lucas Green,East,Bhubaneswar,Vegetables,Carrots,555,6,0.08,85.51,UPI,No,4
20593,25-06-2024,CUST2592,Amelia Scott,West,Ahmedabad,Vegetables,Potatoes,785,3,0.1,-10.51,Wallet,No,5
20594,25-06-2024,CUST2593,Emma Davis,West,Pune,Fruits,Apples,1929,13,0.03,58.14,Card,No,5
20595,25-06-2024,CUST2594,Noah Young,East,Bhubaneswar,Fruits,Mangoes,1022,20,0.05,86.08,Card,Yes,2
20596,25-06-2024,CUST2595,Noah Young,North,Delhi,Snacks,Chocolate,49,19,0.04,8.58,Wallet,No,4
20597,25-06-2024,CUST2596,Charlotte Adams,North,Delhi,Snacks,Popcorn,264,11,0.13,39.75,Wallet,Yes,4
20598,25-06-2024,CUST2597,Emma Davis,East,Bhubaneswar,Bakery,Cookies,1238,7,0.14,185.43,Card,Yes,5
20599,25-06-2024,CUST2598,Ethan Hall,East,Patna,Beverages,Soft Drink,1409,13,0.12,1.57,Wallet,Yes,5
20600,25-06-2024,CUST2599,John Smith,North,Delhi,Snacks,Nuts,915,13,0.19,135.86,Wallet,No,5
20601,26-06-2024,CUST2600,Mason Lewis,West,Ahmedabad,Dairy,Butter,1266,6,0.19,0.79,Cash,No,5
20602,26-06-2024,CUST2601,Amelia Scott,North,Chandigarh,Vegetables,Spinach,1555,1,0.02,222.89,UPI,No,5
20603,26-06-2024,CUST2602,Olivia Martinez,West,Ahmedabad,Snacks,Popcorn,873,9,0.11,118.06,Wallet,Yes,5
20604,26-06-2024,CUST2603,Amelia Scott,West,Mumbai,Bakery,Cookies,1325,11,0.13,41.4,UPI,Yes,5
20605,26-06-2024,CUST2604,Lucas Green,East,Bhubaneswar,Snacks,Popcorn,1790,6,0.05,415.7,Wallet,No,5
20606,26-06-2024,CUST2605,Mia Walker,East,Kolkata,Snacks,Chips,1050,6,0.08,93.08,Cash,No,4
20607,26-06-2024,CUST2606,Lucas Green,South,Chennai,Fruits,Grapes,1739,18,0.07,-30.85,Card,Yes,5
20608,26-06-2024,CUST2607,Emma Davis,South,Hyderabad,Vegetables,Onions,1588,8,0.17,-8.3,Card,Yes,5
20609,26-06-2024,CUST2608,Ava Clark,East,Bhubaneswar,Dairy,Paneer,419,18,0.07,88.38,UPI,Yes,4
20610,26-06-2024,CUST2609,Emma Davis,North,Chandigarh,Bakery,Cookies,1057,8,0.18,11.41,UPI,No,4
20611,26-06-2024,CUST2610,James White,West,Mumbai,Vegetables,Tomatoes,1525,15,0.05,39.85,Wallet,Yes,5
20612,26-06-2024,CUST2611,David Kim,North,Delhi,Beverages,Juice,1777,14,0.06,239.92,Card,Yes,3
20613,26-06-2024,CUST2612,Alice Brown,North,Chandigarh,Snacks,Biscuits,1822,5,0,3.94,Wallet,No,4
20614,26-06-2024,CUST2613,David Kim,East,Patna,Vegetables,Potatoes,1504,2,0.08,-19.66,Wallet,No,5
20615,26-06-2024,CUST2614,Alice Brown,South,Hyderabad,Beverages,Water,1127,1,0.18,199.24,Wallet,Yes,2
20616,26-06-2024,CUST2615,Ava Clark,West,Pune,Snacks,Chocolate,1107,6,0.04,267.1,UPI,Yes,2
20617,26-06-2024,CUST2616,Daniel Wilson,West,Mumbai,Snacks,Chips,632,11,0.1,70.98,UPI,No,5
20618,26-06-2024,CUST2617,Ethan Hall,South,Hyderabad,Beverages,Tea,831,17,0.03,10.1,Card,No,5
20619,26-06-2024,CUST2618,Olivia Martinez,South,Chennai,Dairy,Yogurt,1064,4,0.15,-2.45,Cash,Yes,3
20620,26-06-2024,CUST2619,Daniel Wilson,South,Chennai,Snacks,Nuts,714,2,0.09,168.43,UPI,Yes,3
20621,26-06-2024,CUST2620,David Kim,East,Patna,Beverages,Soft Drink,1822,2,0.05,73.07,UPI,No,5
20622,26-06-2024,CUST2621,Isabella Taylor,West,Mumbai,Dairy,Paneer,1689,3,0.04,74.41,Card,Yes,5
20623,26-06-2024,CUST2622,Ethan Hall,North,Delhi,Fruits,Grapes,883,5,0.09,153.77,UPI,No,5
20624,26-06-2024,CUST2623,James White,East,Patna,Beverages,Soft Drink,1309,6,0.14,261.59,Card,No,4
20625,27-06-2024,CUST2624,Ava Clark,North,Chandigarh,Snacks,Popcorn,209,20,0.01,46.16,Card,No,4
20626,27-06-2024,CUST2625,Olivia Martinez,East,Patna,Beverages,Soft Drink,1238,11,0.19,134.31,Card,No,5
20627,27-06-2024,CUST2626,Emma Davis,West,Pune,Bakery,Cake,759,14,0.14,-24.62,UPI,Yes,4
20628,27-06-2024,CUST2627,Benjamin Evans,North,Lucknow,Vegetables,Carrots,253,11,0.18,33.5,Cash,Yes,3
20629,27-06-2024,CUST2628,Olivia Martinez,East,Bhubaneswar,Dairy,Milk,533,20,0.05,68.37,Card,Yes,5
20630,27-06-2024,CUST2629,David Kim,South,Bengaluru,Fruits,Mangoes,1272,3,0.19,180.26,Cash,No,5
20631,27-06-2024,CUST2630,David Kim,West,Mumbai,Fruits,Apples,585,11,0.08,73.77,Wallet,No,3
20632,27-06-2024,CUST2631,Charlotte Adams,North,Delhi,Bakery,Cake,392,12,0.02,13.22,Wallet,Yes,2
20633,27-06-2024,CUST2632,Amelia Scott,East,Kolkata,Beverages,Juice,493,7,0.11,13.86,Wallet,No,4
20634,27-06-2024,CUST2633,Daniel Wilson,East,Kolkata,Dairy,Butter,466,8,0.18,-20.2,Cash,No,4
20635,27-06-2024,CUST2634,James White,East,Kolkata,Beverages,Water,1257,16,0.03,99.28,Wallet,Yes,5
20636,27-06-2024,CUST2635,Mia Walker,South,Bengaluru,Snacks,Popcorn,653,20,0.15,152.86,Wallet,No,4
20637,27-06-2024,CUST2636,Lucas Green,East,Kolkata,Fruits,Grapes,1117,8,0.04,-0.4,UPI,Yes,4
20638,27-06-2024,CUST2637,Michael Lee,North,Chandigarh,Dairy,Cheese,1970,13,0.16,73.67,Wallet,No,5
20639,27-06-2024,CUST2638,David Kim,West,Ahmedabad,Vegetables,Spinach,1766,11,0.12,163.94,Wallet,Yes,5
20640,27-06-2024,CUST2639,Noah Young,East,Kolkata,Beverages,Water,1028,6,0.11,150.91,UPI,No,5
20641,27-06-2024,CUST2640,Daniel Wilson,East,Kolkata,Fruits,Grapes,934,12,0.19,-20.23,UPI,No,5
20642,27-06-2024,CUST2641,Ava Clark,East,Kolkata,Snacks,Biscuits,1400,4,0.13,316.22,UPI,No,5
20643,27-06-2024,CUST2642,Emma Davis,North,Lucknow,Bakery,Pastry,1635,17,0,362.41,Card,Yes,5
20644,27-06-2024,CUST2643,Olivia Martinez,West,Pune,Beverages,Soft Drink,1265,9,0.04,-3.79,Card,Yes,5
20645,27-06-2024,CUST2644,Sophia Johnson,South,Hyderabad,Vegetables,Carrots,781,4,0.13,126.86,Wallet,Yes,5
20646,27-06-2024,CUST2645,Benjamin Evans,West,Mumbai,Dairy,Paneer,1953,2,0.14,471.28,UPI,Yes,2
20647,27-06-2024,CUST2646,Mason Lewis,North,Lucknow,Bakery,Cake,1118,5,0.14,82.05,UPI,No,4
20648,27-06-2024,CUST2647,Alice Brown,North,Chandigarh,Vegetables,Potatoes,1343,5,0.1,269.24,Wallet,Yes,4
20649,28-06-2024,CUST2648,Mason Lewis,West,Ahmedabad,Snacks,Chocolate,1333,7,0.18,217.57,Card,Yes,3
20650,28-06-2024,CUST2649,James White,South,Chennai,Snacks,Nuts,816,8,0.15,34.14,Wallet,No,4
20651,28-06-2024,CUST2650,Isabella Taylor,South,Bengaluru,Snacks,Nuts,629,10,0.09,25.43,Wallet,Yes,5
20652,28-06-2024,CUST2651,Olivia Martinez,East,Bhubaneswar,Bakery,Cake,900,1,0.06,133.14,Wallet,Yes,4
20653,28-06-2024,CUST2652,Benjamin Evans,South,Hyderabad,Dairy,Cheese,1647,14,0.07,92.86,UPI,No,4
20654,28-06-2024,CUST2653,Benjamin Evans,North,Chandigarh,Vegetables,Spinach,345,9,0.19,2.93,Cash,No,3
20655,28-06-2024,CUST2654,Mia Walker,North,Delhi,Vegetables,Potatoes,1357,8,0.17,150.84,Cash,No,4
20656,28-06-2024,CUST2655,Noah Young,South,Bengaluru,Dairy,Paneer,1869,15,0.11,140.36,UPI,No,5
20657,28-06-2024,CUST2656,Emma Davis,North,Delhi,Snacks,Nuts,476,4,0.02,8.56,Wallet,Yes,5
20658,28-06-2024,CUST2657,Daniel Wilson,South,Hyderabad,Beverages,Tea,805,20,0.04,119.72,UPI,Yes,5
20659,28-06-2024,CUST2658,Mason Lewis,East,Patna,Fruits,Mangoes,1736,7,0.01,170,Wallet,No,4
20660,28-06-2024,CUST2659,Mason Lewis,West,Mumbai,Dairy,Yogurt,111,6,0.04,17.18,Card,No,4
20661,28-06-2024,CUST2660,Lucas Green,South,Bengaluru,Beverages,Water,873,19,0.09,-10.78,Wallet,No,5
20662,28-06-2024,CUST2661,Mia Walker,East,Kolkata,Snacks,Popcorn,1556,10,0.19,98.03,Card,Yes,1
20663,28-06-2024,CUST2662,Liam Harris,North,Chandigarh,Vegetables,Carrots,54,8,0.17,5.4,Card,No,4
20664,28-06-2024,CUST2663,Daniel Wilson,South,Hyderabad,Dairy,Yogurt,34,1,0.13,-0.65,Card,Yes,5
20665,28-06-2024,CUST2664,Lucas Green,East,Bhubaneswar,Fruits,Oranges,410,8,0.05,15.81,Wallet,No,5
20666,28-06-2024,CUST2665,Isabella Taylor,East,Bhubaneswar,Snacks,Popcorn,1084,3,0.17,-27.84,Cash,Yes,5
20667,28-06-2024,CUST2666,Isabella Taylor,East,Kolkata,Bakery,Pastry,482,2,0.08,52.99,UPI,Yes,5
20668,28-06-2024,CUST2667,Michael Lee,South,Bengaluru,Beverages,Water,460,5,0.02,82.07,UPI,Yes,5
20669,28-06-2024,CUST2668,John Smith,West,Pune,Fruits,Apples,974,10,0.18,53.12,Wallet,Yes,5
20670,28-06-2024,CUST2669,Ava Clark,North,Lucknow,Dairy,Milk,1848,4,0.12,387.41,Wallet,Yes,5
20671,28-06-2024,CUST2670,Isabella Taylor,South,Chennai,Dairy,Milk,685,15,0.13,-5.19,Card,Yes,5
20672,28-06-2024,CUST2671,Noah Young,East,Kolkata,Snacks,Chocolate,236,8,0.09,14.77,UPI,Yes,2
20673,29-06-2024,CUST2672,Ava Clark,West,Pune,Bakery,Cake,740,7,0.13,124.97,Cash,No,5
20674,29-06-2024,CUST2673,Ava Clark,South,Bengaluru,Fruits,Grapes,1108,14,0.17,110.81,Card,No,4
20675,29-06-2024,CUST2674,Benjamin Evans,West,Pune,Vegetables,Onions,1073,7,0.09,-50.89,Wallet,No,4
20676,29-06-2024,CUST2675,James White,East,Patna,Fruits,Oranges,283,4,0.14,28.67,Card,Yes,1
20677,29-06-2024,CUST2676,James White,West,Ahmedabad,Dairy,Milk,984,7,0.14,66.39,UPI,No,5
20678,29-06-2024,CUST2677,Isabella Taylor,West,Pune,Beverages,Coffee,1288,17,0.17,209.09,Cash,Yes,5
20679,29-06-2024,CUST2678,Olivia Martinez,East,Bhubaneswar,Fruits,Mangoes,1604,3,0.07,384.54,Card,No,1
20680,29-06-2024,CUST2679,James White,South,Chennai,Snacks,Popcorn,653,3,0.08,101.3,UPI,No,2
20681,29-06-2024,CUST2680,Ava Clark,North,Chandigarh,Fruits,Grapes,510,2,0.08,120.79,UPI,Yes,3
20682,29-06-2024,CUST2681,David Kim,West,Mumbai,Snacks,Biscuits,1511,8,0.06,118.92,Card,No,5
20683,29-06-2024,CUST2682,Benjamin Evans,South,Bengaluru,Vegetables,Spinach,964,16,0.19,-8.15,Card,Yes,5
20684,29-06-2024,CUST2683,Liam Harris,East,Kolkata,Snacks,Chocolate,1421,20,0.13,349.23,Wallet,Yes,4
20685,29-06-2024,CUST2684,Benjamin Evans,East,Patna,Snacks,Chips,1801,7,0.11,224.14,UPI,Yes,2
20686,29-06-2024,CUST2685,Mia Walker,North,Lucknow,Bakery,Bread,1707,19,0.01,391.77,Card,No,4
20687,29-06-2024,CUST2686,Emma Davis,West,Mumbai,Dairy,Milk,894,14,0.01,55.32,Cash,No,4
20688,29-06-2024,CUST2687,Olivia Martinez,West,Ahmedabad,Bakery,Pastry,1649,18,0.03,131.14,Cash,Yes,5
20689,29-06-2024,CUST2688,David Kim,East,Patna,Dairy,Paneer,905,15,0.16,-31.11,Cash,Yes,3
20690,29-06-2024,CUST2689,Liam Harris,South,Bengaluru,Dairy,Butter,1635,19,0.14,372.79,UPI,No,5
20691,29-06-2024,CUST2690,Liam Harris,North,Lucknow,Dairy,Butter,306,11,0.12,69.12,Cash,Yes,5
20692,29-06-2024,CUST2691,Alice Brown,East,Kolkata,Dairy,Butter,1261,7,0,155.2,Card,Yes,4
20693,29-06-2024,CUST2692,Mason Lewis,South,Bengaluru,Bakery,Pastry,1447,18,0.08,265.74,Card,No,4
20694,29-06-2024,CUST2693,Noah Young,West,Ahmedabad,Fruits,Apples,1132,15,0.06,88.87,Wallet,Yes,5
20695,29-06-2024,CUST2694,Amelia Scott,West,Mumbai,Snacks,Chocolate,1262,13,0.03,1.66,Card,No,5
20696,29-06-2024,CUST2695,David Kim,South,Chennai,Bakery,Cake,1896,20,0.16,109.77,Cash,Yes,4
20697,30-06-2024,CUST2696,Mia Walker,West,Ahmedabad,Vegetables,Carrots,1508,5,0.13,260.21,Card,Yes,5
20698,30-06-2024,CUST2697,Charlotte Adams,East,Kolkata,Bakery,Pastry,133,3,0.1,27.73,Card,No,4
20699,30-06-2024,CUST2698,Charlotte Adams,South,Hyderabad,Snacks,Nuts,1460,10,0.01,158.72,UPI,No,5
20700,30-06-2024,CUST2699,Amelia Scott,North,Chandigarh,Vegetables,Potatoes,500,1,0,113.44,Wallet,No,4
20701,30-06-2024,CUST2700,Daniel Wilson,South,Chennai,Snacks,Chips,362,4,0,22.37,Wallet,Yes,4
20702,30-06-2024,CUST2701,Alice Brown,West,Pune,Fruits,Mangoes,964,3,0.18,50.44,UPI,No,5
20703,30-06-2024,CUST2702,Olivia Martinez,South,Chennai,Bakery,Pastry,488,7,0.11,92.39,Card,Yes,5
